Brand,Model,Year,Kilometres_Driven,Fuel_Type,Transmission,Owner_Count,Engine_CC,Mileage_kmpl,Selling_Price
Maruti,Swift,2018,23300.0,Petrol,Automatic,1,1197.0,18.5,675000.0
Maruti,Vitara,2018,32600.0,Diesel,Manual,1,1248.0,24.3,819999.0
Maruti,Alto,2018,10300.0,Petrol,Manual,1,998.0,23.95,390000.0
Toyota,Fortuner,2014,77000.0,Diesel,Manual,1,2982.0,12.55,1500000.0
Toyota,Innova,2013,99000.0,Diesel,Manual,1,2494.0,12.99,700000.0
Mercedes-Benz,B,2014,27800.0,Diesel,Automatic,2,2143.0,14.8,1450000.0
Honda,Amaze,2015,49800.0,Diesel,Manual,1,1498.0,24.7,425000.0
Mitsubishi,Pajero,2013,151000.0,Diesel,Manual,1,2477.0,13.5,1090000.0
Honda,City,2015,54700.0,Diesel,Manual,1,1498.0,26.0,600000.0
Maruti,Ciaz,2018,64000.0,Petrol,Manual,1,1462.0,20.65,850000.0
Honda,Jazz,2015,63000.0,Diesel,Manual,1,1498.0,27.3,525000.0
Toyota,Innova,2016,127700.0,Diesel,Automatic,2,2755.0,11.36,1650000.0
Toyota,Innova,2016,99000.0,Diesel,Manual,1,2494.0,12.99,950000.0
Audi,A6,2013,33900.0,Diesel,Automatic,2,1968.0,17.68,1750000.0
Toyota,Corolla,2018,25000.0,Petrol,Automatic,1,1798.0,14.28,1590000.0
Audi,A6,2013,50000.0,Diesel,Automatic,1,1968.0,18.53,1689999.0
Mercedes-Benz,New,2013,59000.0,Diesel,Automatic,1,2143.0,14.84,1425000.0
Tata,Manza,2011,120000.0,Diesel,Manual,1,1248.0,21.12,265000.0
Hyundai,i10,2011,110000.0,Petrol,Manual,3,1197.0,20.36,190000.0
Hyundai,i20,2013,60000.0,Diesel,Manual,1,1396.0,21.27,425000.0
Maruti,Swift,2015,147000.0,Diesel,Manual,2,1248.0,26.59,630000.0
Ford,Figo,2017,25000.0,Petrol,Manual,3,1196.0,18.16,600000.0
Maruti,Baleno,2019,30000.0,Petrol,Manual,1,1197.0,21.4,650000.0
Volkswagen,Ameo,2016,40000.0,Diesel,Manual,1,1498.0,22.0,540000.0
Honda,City,2015,135000.0,Diesel,Manual,1,1498.0,25.1,630000.0
Maruti,Wagon,2018,30000.0,Petrol,Automatic,1,998.0,20.51,448000.0
Volkswagen,Ameo,2017,80000.0,Diesel,Manual,1,1498.0,21.66,500000.0
Maruti,Vitara,2016,70000.0,Diesel,Manual,1,1248.0,24.3,745000.0
Maruti,Vitara,2019,9850.0,Diesel,Automatic,1,1248.0,24.3,1025000.0
Hyundai,i10,2011,60000.0,Petrol,Manual,2,1197.0,20.36,235000.0
Maruti,Swift,2016,70000.0,Diesel,Manual,1,1248.0,25.2,630000.0
Toyota,Fortuner,2015,78000.0,Diesel,Manual,2,2982.0,12.55,1700000.0
Maruti,Swift,2013,120000.0,Diesel,Manual,2,1248.0,22.9,450000.0
Maruti,Ertiga,2012,120000.0,Petrol,Manual,2,1373.0,16.02,450000.0
Tata,Indica,2003,70000.0,Diesel,Manual,1,1396.0,18.8,50000.0
Volkswagen,Vento,2013,170000.0,Diesel,Manual,1,1598.0,20.54,450000.0
Toyota,Innova,2016,140000.0,Diesel,Manual,1,2494.0,12.99,1200000.0
Ford,EcoSport,2015,90000.0,Diesel,Manual,1,1498.0,22.77,610000.0
BMW,X1,2016,30000.0,Petrol,Automatic,2,1998.0,15.71,2500000.0
Maruti,Celerio,2017,10000.0,Petrol,Manual,1,998.0,23.1,484999.0
Datsun,GO,2016,49000.0,Petrol,Manual,1,1198.0,19.02,275000.0
Maruti,Alto,2016,32000.0,Petrol,Manual,1,796.0,24.7,315000.0
Maruti,Alto,2016,38000.0,Petrol,Manual,1,796.0,24.7,275000.0
Maruti,Swift,2015,78000.0,Diesel,Manual,1,1197.0,21.21,475000.0
Hyundai,i10,2012,28000.0,Petrol,Manual,1,1086.0,19.81,290000.0
Maruti,Omni,2017,32000.0,Petrol,Manual,1,796.0,14.0,280000.0
Maruti,Wagon,2010,44000.0,LPG,Manual,1,998.0,26.2,225000.0
Volkswagen,Polo,2015,42000.0,Petrol,Manual,1,1198.0,16.47,455000.0
Hyundai,i10,2015,45000.0,Petrol,Manual,2,1086.0,19.81,351000.0
Volkswagen,Vento,2012,12000.0,Petrol,Manual,2,1598.0,15.04,535000.0
Maruti,Zen,2009,55500.0,Petrol,Manual,1,998.0,18.2,175000.0
Hyundai,i20,2013,61500.0,Petrol,Manual,1,1197.0,18.5,525000.0
Maruti,Swift,2016,150000.0,Diesel,Manual,1,1248.0,26.59,600000.0
Hyundai,Xcent,2016,72000.0,Petrol,Automatic,1,1197.0,19.1,565000.0
Maruti,Alto,2008,68000.0,Petrol,Manual,3,796.0,19.7,120000.0
Hyundai,i20,2017,110000.0,Diesel,Manual,1,1396.0,22.54,725000.0
Maruti,Wagon,2009,77000.0,Petrol,Manual,2,998.0,21.79,185000.0
Tata,Manza,2010,100000.0,Diesel,Manual,2,1248.0,18.8,200000.0
Maruti,Swift,2019,10000.0,Petrol,Manual,1,1197.0,21.21,615000.0
Maruti,Eeco,2016,100000.0,Petrol,Manual,3,1196.0,15.37,270000.0
Maruti,Baleno,2018,35000.0,Petrol,Manual,1,1197.0,21.4,610000.0
Mahindra,Scorpio,2014,70000.0,Diesel,Automatic,2,2179.0,11.79,625000.0
Ford,Freestyle,2020,5000.0,Petrol,Manual,2,1194.0,19.0,400000.0
Hyundai,Verna,2017,37800.0,Petrol,Manual,1,1591.0,17.0,866000.0
Volkswagen,Passat,2010,114000.0,Petrol,Manual,1,1798.0,14.3,700000.0
Tata,Indica,2010,48000.0,Petrol,Manual,1,1172.0,15.8,300000.0
Mahindra,XUV500,2019,32000.0,Diesel,Manual,1,2179.0,15.1,1700000.0
Tata,Indigo,2016,100000.0,Diesel,Manual,1,1405.0,19.09,375000.0
Hyundai,Verna,2013,150000.0,Diesel,Manual,2,1582.0,22.32,522000.0
Hyundai,i20,2013,69000.0,Diesel,Manual,1,1396.0,21.9,451999.0
Toyota,Corolla,2009,100000.0,Petrol,Manual,2,1798.0,14.53,300000.0
Maruti,Celerio,2020,13000.0,Petrol,Manual,1,998.0,21.63,475000.0
Maruti,Vitara,2016,60000.0,Diesel,Manual,1,1248.0,24.3,780000.0
Maruti,Swift,2017,40000.0,Petrol,Manual,1,1197.0,20.85,595000.0
Maruti,Wagon,2017,35000.0,Petrol,Manual,1,998.0,20.51,440000.0
Maruti,Swift,2010,120000.0,Diesel,Manual,2,1197.0,21.21,300000.0
Nissan,Terrano,2014,70000.0,Diesel,Manual,3,1461.0,20.45,400000.0
Hyundai,Creta,2016,50000.0,Diesel,Manual,1,1582.0,19.67,1140000.0
Ford,EcoSport,2017,76139.0,Diesel,Manual,1,1498.0,23.0,850000.0
Maruti,Swift,2012,175000.0,Diesel,Manual,4,1248.0,19.3,370000.0
Renault,KWID,2018,25000.0,Petrol,Manual,1,999.0,23.01,350000.0
Maruti,Celerio,2015,40000.0,Petrol,Manual,2,998.0,23.1,360000.0
Maruti,Alto,2008,65000.0,Petrol,Manual,4,796.0,19.7,105000.0
Maruti,Ertiga,2013,90000.0,Diesel,Manual,2,1248.0,20.77,625000.0
Hyundai,Santro,2009,80000.0,Petrol,Manual,2,1086.0,17.92,135000.0
Maruti,Ertiga,2015,110000.0,Diesel,Manual,2,1248.0,20.77,700000.0
Honda,Amaze,2019,1303.0,Petrol,Manual,1,1198.0,17.8,690000.0
Audi,Q5,2018,31800.0,Diesel,Automatic,1,1968.0,17.01,3975000.0
Lexus,ES,2019,20000.0,Petrol,Automatic,1,2487.0,22.37,5150000.0
Jaguar,XF,2017,45000.0,Diesel,Automatic,1,1999.0,19.33,3200000.0
Jeep,Wrangler,2017,17000.0,Petrol,Automatic,1,3604.0,9.5,4100000.0
Land Rover,Discovery,2019,21000.0,Diesel,Automatic,1,1999.0,12.83,4500000.0
Mercedes-Benz,S-Class,2017,37000.0,Diesel,Automatic,1,2987.0,13.5,6000000.0
BMW,5,2018,29500.0,Diesel,Automatic,1,1995.0,22.48,3790000.0
BMW,X1,2017,27000.0,Diesel,Automatic,1,1995.0,16.78,2150000.0
BMW,X4,2019,7500.0,Diesel,Automatic,1,1995.0,16.78,5800000.0
Skoda,Superb,2018,50000.0,Petrol,Automatic,1,1798.0,14.67,1864999.0
Mercedes-Benz,E-Class,2016,35000.0,Diesel,Automatic,1,2143.0,15.0,2700000.0
MG,Hector,2019,19000.0,Petrol,Automatic,1,1451.0,13.96,1750000.0
Honda,City,2017,41000.0,Petrol,Automatic,1,1497.0,18.0,795000.0
Toyota,Corolla,2013,39000.0,Petrol,Automatic,1,1798.0,14.28,625000.0
Volvo,XC40,2018,22000.0,Diesel,Automatic,1,1969.0,18.0,3400000.0
Audi,Q7,2015,53000.0,Diesel,Automatic,1,2967.0,12.07,2650000.0
Maruti,Ciaz,2015,40000.0,Diesel,Manual,1,1248.0,26.21,535000.0
Mercedes-Benz,S-Class,2017,47000.0,Diesel,Automatic,1,2987.0,13.5,5850000.0
BMW,5,2010,72200.0,Petrol,Automatic,2,2497.0,10.8,975000.0
Hyundai,Elantra,2016,49900.0,Petrol,Manual,1,1797.0,16.3,805000.0
Jaguar,XE,2017,9000.0,Diesel,Automatic,1,1999.0,13.6,2625000.0
Tata,Nexon,2018,11000.0,Petrol,Manual,1,1198.0,17.0,811000.0
Volkswagen,Vento,2011,49000.0,Petrol,Manual,1,1598.0,15.04,375000.0
Hyundai,Elantra,2012,95000.0,Petrol,Manual,1,1797.0,16.3,550000.0
Skoda,Rapid,2016,11000.0,Petrol,Automatic,1,1598.0,14.3,645000.0
Mercedes-Benz,CLA,2018,18000.0,Petrol,Automatic,1,1991.0,15.04,2550000.0
Maruti,Ertiga,2014,46100.0,Petrol,Manual,1,1373.0,16.02,599000.0
Mercedes-Benz,New,2017,16000.0,Petrol,Automatic,1,1991.0,14.74,2700000.0
Honda,City,2017,18000.0,Petrol,Automatic,1,1497.0,15.6,875000.0
Toyota,Glanza,2019,9654.0,Petrol,Automatic,1,1197.0,19.56,894999.0
Maruti,Alto,2011,11000.0,Petrol,Manual,1,998.0,23.95,175000.0
Maruti,Swift,2012,24300.0,Petrol,Manual,1,1197.0,21.21,340000.0
Toyota,Innova,2016,42163.0,Diesel,Automatic,2,2755.0,11.36,1525000.0
Tata,Nexon,2018,8000.0,Diesel,Automatic,1,1497.0,21.5,1025000.0
BMW,3,2016,30000.0,Diesel,Automatic,1,1995.0,22.69,2150000.0
Toyota,Camry,2016,41000.0,Petrol,Automatic,1,2494.0,19.16,1900000.0
BMW,5,2016,12000.0,Diesel,Automatic,1,1995.0,18.12,2900000.0
Toyota,Camry,2009,71000.0,Petrol,Automatic,1,2362.0,12.1,450000.0
Maruti,Ertiga,2016,20000.0,Petrol,Manual,1,1373.0,17.5,850000.0
Volvo,XC90,2017,30000.0,Petrol,Automatic,1,1969.0,42.0,10000000.0
Volkswagen,Vento,2011,100000.0,Diesel,Manual,2,1598.0,20.54,300000.0
Ford,Figo,2018,9500.0,Petrol,Manual,1,1196.0,18.16,575000.0
Ford,Figo,2011,120000.0,Diesel,Manual,1,1399.0,20.0,160000.0
Maruti,Swift,2015,36600.0,Petrol,Manual,1,1197.0,20.4,515000.0
Maruti,Wagon,2015,50000.0,Petrol,Automatic,2,998.0,20.51,390000.0
Hyundai,i20,2016,14000.0,Petrol,Manual,2,1197.0,18.6,550000.0
Maruti,800,1999,40000.0,Petrol,Manual,2,796.0,16.1,40000.0
Maruti,Ritz,2010,120000.0,Diesel,Manual,1,1248.0,21.1,220000.0
Hyundai,Grand,2015,70000.0,Petrol,Manual,1,1197.0,18.9,425000.0
Volkswagen,Ameo,2019,13000.0,Petrol,Manual,1,999.0,19.44,480000.0
Hyundai,Grand,2014,60000.0,Petrol,Manual,2,1197.0,18.9,400000.0
Maruti,Swift,2014,35000.0,Petrol,Manual,1,1197.0,19.1,487000.0
Hyundai,Xcent,2016,44000.0,Petrol,Manual,2,1197.0,19.1,386000.0
Honda,City,2005,120000.0,Petrol,Manual,2,1493.0,13.0,100000.0
Toyota,Corolla,2010,60000.0,Diesel,Manual,1,1364.0,21.43,300000.0
Daewoo,Matiz,2000,60000.0,Petrol,Manual,1,796.0,18.5,100000.0
Toyota,Fortuner,2014,30000.0,Diesel,Manual,2,2982.0,13.0,1750000.0
Mahindra,KUV,2016,15000.0,Petrol,Manual,2,1198.0,18.15,450000.0
Tata,Zest,2017,90000.0,Diesel,Manual,1,1248.0,22.95,490000.0
Honda,City,2009,47000.0,Petrol,Manual,2,1497.0,17.0,345000.0
Maruti,Zen,2005,90000.0,Petrol,Manual,1,993.0,17.3,85000.0
Maruti,Wagon,2010,120600.0,Petrol,Manual,2,998.0,18.9,215000.0
Hyundai,Verna,2010,100000.0,Petrol,Manual,3,1599.0,16.2,320000.0
Maruti,Swift,2016,60000.0,Petrol,Manual,2,1197.0,20.85,459999.0
Hyundai,Getz,2005,86000.0,Petrol,Manual,1,1341.0,15.3,65000.0
Hyundai,Elite,2020,5000.0,Petrol,Manual,1,1197.0,18.6,720000.0
Maruti,Ciaz,2017,37000.0,Diesel,Manual,1,1248.0,28.09,800000.0
Tata,Tigor,2019,14000.0,Petrol,Manual,1,1199.0,20.3,520000.0
Maruti,Ertiga,2015,70000.0,Diesel,Manual,1,1248.0,20.77,580000.0
Toyota,Etios,2012,120000.0,Diesel,Manual,1,2494.0,12.99,235000.0
Honda,City,2015,50000.0,Petrol,Manual,1,1497.0,17.4,600000.0
Honda,Brio,2014,60000.0,Petrol,Manual,2,1198.0,19.4,290000.0
Maruti,Wagon,2016,50000.0,CNG,Manual,1,998.0,26.6,360000.0
Maruti,Swift,2017,50000.0,Petrol,Manual,1,1197.0,20.85,550000.0
Hyundai,i20,2013,70000.0,Petrol,Manual,1,1197.0,18.5,375000.0
Maruti,Omni,2003,90000.0,Petrol,Manual,2,1197.0,21.21,40000.0
Maruti,Wagon,2018,35000.0,Petrol,Automatic,1,998.0,20.51,420000.0
Maruti,Swift,2017,20000.0,Petrol,Manual,1,1197.0,21.21,550000.0
Maruti,Alto,2018,20000.0,Petrol,Manual,1,796.0,24.7,270000.0
Maruti,Swift,2018,7800.0,Petrol,Automatic,1,1197.0,22.0,700000.0
Maruti,Swift,2017,20000.0,Petrol,Manual,1,1197.0,20.4,500000.0
Tata,Hexa,2019,15000.0,Diesel,Manual,1,2179.0,17.6,1250000.0
Hyundai,i20,2013,31377.0,Petrol,Manual,2,1197.0,18.5,320000.0
Maruti,Swift,2018,50000.0,Diesel,Manual,1,1248.0,28.4,700000.0
Maruti,Wagon,2015,60000.0,Petrol,Manual,1,998.0,20.51,290000.0
Toyota,Corolla,2012,100000.0,Petrol,Automatic,1,1794.0,14.53,550000.0
Honda,Brio,2012,60000.0,Petrol,Manual,1,1198.0,19.4,265000.0
Maruti,Baleno,2018,5000.0,Petrol,Automatic,1,1197.0,21.4,830000.0
Tata,Safari,2017,60000.0,Diesel,Manual,1,2179.0,14.1,800000.0
Maruti,Alto,2011,25000.0,Petrol,Manual,2,796.0,19.7,160000.0
Renault,KWID,2018,30000.0,Petrol,Manual,1,799.0,25.17,335000.0
Datsun,GO,2017,80000.0,Petrol,Manual,2,1198.0,20.63,329000.0
Maruti,Vitara,2017,75000.0,Diesel,Manual,1,1248.0,24.3,775000.0
Hyundai,Xcent,2020,32000.0,Petrol,Manual,1,1197.0,20.14,524000.0
Maruti,Alto,2015,40000.0,Petrol,Manual,1,796.0,22.74,245000.0
Hyundai,i20,2012,93000.0,Petrol,Manual,2,1197.0,17.0,275000.0
Tata,Zest,2018,60000.0,Petrol,Manual,1,1193.0,17.57,520000.0
Maruti,Swift,2008,120000.0,Petrol,Manual,2,1197.0,21.21,130000.0
Nissan,Sunny,2014,37000.0,Petrol,Manual,1,1498.0,16.95,550000.0
Ford,EcoSport,2018,15000.0,Petrol,Manual,1,1497.0,17.0,910000.0
Nissan,Micra,2015,80000.0,Petrol,Manual,1,1198.0,19.49,300000.0
Maruti,Wagon,2016,140000.0,Petrol,Manual,1,998.0,20.51,350000.0
Mahindra,Ssangyong,2013,70000.0,Diesel,Manual,1,2696.0,12.83,900000.0
Mahindra,Quanto,2013,120000.0,Diesel,Manual,2,1493.0,17.21,300000.0
Maruti,Ritz,2010,110000.0,Diesel,Manual,2,1248.0,21.1,250000.0
Hyundai,Creta,2017,37000.0,Diesel,Manual,1,1582.0,19.67,1100000.0
Renault,KWID,2016,44000.0,Petrol,Manual,1,799.0,25.17,270000.0
Maruti,Ertiga,2015,80000.0,Diesel,Manual,1,1248.0,20.77,640000.0
Mahindra,XUV500,2015,125000.0,Diesel,Manual,1,2179.0,15.1,650000.0
Maruti,Eeco,2017,13500.0,Petrol,Manual,1,1196.0,15.37,409999.0
Hyundai,Santro,2011,75000.0,Petrol,Manual,1,1086.0,17.92,165000.0
Hyundai,Accent,2007,120000.0,Petrol,Manual,2,1495.0,13.2,80000.0
Mahindra,XUV500,2012,120000.0,Diesel,Manual,1,2179.0,15.1,535000.0
Toyota,Innova,2013,70000.0,Diesel,Manual,1,2494.0,12.99,700000.0
Maruti,Swift,2013,70000.0,Diesel,Manual,1,1248.0,23.4,550000.0
Honda,Amaze,2019,15000.0,Petrol,Automatic,1,1199.0,19.0,680000.0
Hyundai,i10,2009,53000.0,Petrol,Manual,2,1197.0,20.36,200000.0
Maruti,Swift,2014,120000.0,Diesel,Manual,2,1248.0,23.4,500000.0
Maruti,Ertiga,2016,70000.0,Diesel,Manual,1,1248.0,24.52,1000000.0
Hyundai,Getz,2008,120000.0,Petrol,Manual,2,1341.0,14.2,110000.0
Hyundai,i20,2012,100000.0,Petrol,Manual,2,1197.0,18.5,320000.0
Tata,Indica,2005,110000.0,Diesel,Manual,2,1396.0,18.8,75000.0
Maruti,Swift,2015,100000.0,Petrol,Manual,1,1197.0,20.4,350000.0
Tata,Indica,2013,162500.0,Diesel,Manual,1,1405.0,19.4,170000.0
Hyundai,i20,2017,39000.0,Diesel,Manual,1,1396.0,22.54,800000.0
Maruti,Ignis,2017,75000.0,Diesel,Manual,1,1248.0,26.8,500000.0
Tata,Hexa,2017,50000.0,Diesel,Automatic,1,2179.0,17.6,1380000.0
Mahindra,Marazzo,2019,40000.0,Diesel,Manual,1,1497.0,17.3,1300000.0
Hyundai,Verna,2013,92500.0,Diesel,Manual,1,1582.0,22.32,530000.0
Maruti,Swift,2012,158000.0,Diesel,Manual,1,1248.0,23.4,360000.0
Maruti,Swift,2012,120000.0,Diesel,Manual,1,1248.0,19.3,310000.0
Honda,City,2015,50000.0,Diesel,Manual,2,1498.0,26.0,725000.0
Maruti,Swift,2012,110000.0,Diesel,Manual,1,1248.0,19.3,340000.0
Hyundai,Xcent,2017,2000.0,Diesel,Manual,2,1186.0,25.4,550000.0
Toyota,Fortuner,2011,181000.0,Diesel,Manual,2,2982.0,11.5,1150000.0
Tata,Tiago,2016,70000.0,Diesel,Manual,1,1047.0,27.28,380000.0
Nissan,Sunny,2013,90000.0,Petrol,Automatic,2,1498.0,17.97,350000.0
Hyundai,Elite,2019,2000.0,Petrol,Manual,1,1197.0,18.6,610000.0
Maruti,Swift,2015,20000.0,Petrol,Manual,1,1197.0,20.85,525000.0
Toyota,Innova,2011,120000.0,Diesel,Manual,1,2494.0,12.8,480000.0
Mahindra,Thar,2017,35000.0,Diesel,Manual,1,2498.0,16.55,780000.0
Maruti,Swift,2012,193000.0,Diesel,Manual,1,1248.0,19.3,320000.0
Maruti,Swift,2014,80000.0,Petrol,Manual,1,1197.0,20.4,375000.0
Datsun,GO,2019,40000.0,Petrol,Manual,1,1198.0,19.02,300000.0
Hyundai,i20,2015,70000.0,Diesel,Manual,4,1396.0,22.54,500000.0
Mahindra,Scorpio,2011,122358.0,Diesel,Manual,1,2179.0,12.05,404000.0
Tata,Sumo,2015,75000.0,Diesel,Manual,1,2956.0,14.07,500000.0
Tata,Tiago,2017,120000.0,Diesel,Manual,1,1047.0,27.28,350000.0
Tata,Zest,2015,40000.0,Petrol,Manual,1,1193.0,17.57,380000.0
Hyundai,Accent,2008,95200.0,Petrol,Manual,3,1495.0,13.2,114999.0
Honda,Brio,2014,33033.0,Petrol,Manual,1,1198.0,19.4,335000.0
Hyundai,Grand,2015,63063.0,Petrol,Automatic,1,1197.0,18.9,465000.0
Tata,Manza,2012,60000.0,Diesel,Manual,1,1248.0,21.02,290000.0
Maruti,Alto,2005,45000.0,Petrol,Manual,2,796.0,19.7,110000.0
Tata,New,2011,80000.0,Diesel,Manual,3,2179.0,11.57,450000.0
Mahindra,Bolero,2009,170000.0,Diesel,Manual,2,2523.0,13.6,400000.0
Mahindra,Bolero,2007,207890.0,Diesel,Manual,2,2523.0,13.6,210000.0
Mercedes-Benz,GL-Class,2018,7976.0,Diesel,Automatic,1,2143.0,17.9,4600000.0
Maruti,Omni,2016,35000.0,Petrol,Manual,1,796.0,16.8,220000.0
Hyundai,Grand,2017,35000.0,Petrol,Manual,1,1197.0,18.9,450000.0
Hyundai,Grand,2017,35000.0,Petrol,Manual,1,1197.0,18.9,450000.0
Hyundai,i10,2013,50000.0,Petrol,Automatic,1,1197.0,16.95,290000.0
Maruti,Swift,2016,20000.0,Petrol,Manual,1,1197.0,20.4,520000.0
Hyundai,i10,2011,20000.0,Petrol,Automatic,1,1197.0,16.95,265000.0
Maruti,Swift,2012,50000.0,Petrol,Manual,2,1197.0,18.6,330000.0
Maruti,Swift,2012,50000.0,Petrol,Manual,2,1197.0,18.6,330000.0
Mahindra,Bolero,2014,120000.0,Diesel,Manual,1,2523.0,15.96,509999.0
Hyundai,Verna,2014,70000.0,Petrol,Manual,1,1591.0,17.1,500000.0
Hyundai,i20,2015,50000.0,Petrol,Manual,1,1197.0,17.19,525000.0
Maruti,Baleno,2019,16500.0,Petrol,Manual,1,1197.0,21.01,675000.0
Hyundai,i20,2010,70000.0,Petrol,Manual,1,1197.0,17.0,300000.0
Maruti,Alto,2005,99361.0,Petrol,Manual,2,796.0,19.7,90000.0
Maruti,Swift,2017,25000.0,Diesel,Manual,1,1248.0,26.59,650000.0
Maruti,Swift,2014,70000.0,Petrol,Manual,2,1197.0,19.1,409000.0
Hyundai,Grand,2015,80000.0,Diesel,Manual,2,1120.0,24.0,395000.0
Maruti,Swift,2010,70000.0,Petrol,Manual,2,1197.0,21.21,215000.0
Maruti,Swift,2014,70000.0,Petrol,Manual,2,1197.0,19.1,400000.0
Chevrolet,Beat,2012,60000.0,Petrol,Manual,3,1199.0,18.6,120000.0
Tata,Tigor,2018,10000.0,Petrol,Automatic,1,1199.0,20.3,645000.0
Maruti,800,2006,80000.0,Petrol,Manual,1,796.0,16.1,81000.0
Honda,City,2017,30000.0,Diesel,Manual,1,1498.0,25.6,1300000.0
Honda,City,2017,33000.0,Diesel,Manual,1,1498.0,25.6,1250000.0
Maruti,Ertiga,2013,90000.0,Petrol,Manual,3,1373.0,16.02,535000.0
Nissan,Terrano,2014,80100.0,Diesel,Manual,2,1461.0,19.01,555000.0
Honda,City,2014,120000.0,Petrol,Manual,1,1497.0,17.4,725000.0
Mahindra,Willys,1983,10000.0,Diesel,Manual,3,2179.0,15.96,300000.0
Renault,KWID,2016,40000.0,Petrol,Manual,1,799.0,25.17,229999.0
Toyota,Innova,2013,160000.0,Diesel,Manual,2,2494.0,12.99,800000.0
Maruti,Wagon,2017,47000.0,Petrol,Manual,1,998.0,20.51,409999.0
Hyundai,Creta,2018,25000.0,Diesel,Manual,1,1396.0,21.38,1210000.0
Tata,Tiago,2017,26000.0,Petrol,Manual,1,1199.0,23.84,400000.0
Hyundai,Grand,2018,29000.0,Diesel,Manual,1,1186.0,24.0,520000.0
Maruti,Baleno,2016,50000.0,Petrol,Automatic,1,1197.0,21.4,650000.0
Maruti,Swift,2011,58000.0,Petrol,Manual,3,1298.0,16.1,325000.0
